Año;Trimestre;Provincia;ADSL;Cablemodem;Fibra Optica;Wireless;Otras Tecnologías;Hasta 512 kbps;+ 512 Kbps - 1 Mbps;+ 1 Mbps - 6 Mbps;+ 6 Mbps - 10 Mbps;+ 10 Mbps - 20 Mbps;+ 20 Mbps - 30 Mbps;+ 30 Mbps;Otras velocidades;Banda Ancha Fija;Dial Up;Accesos cada 100 Hogares;Accesos cada 100 Habitantes;Mbps (Media de bajada)
2016;1;Mendoza;153299;13030;2576;34;1871;235,0;21,0;175376,0;47,0;43,0;5,0;17,0;0,0;169257;1553;32,12;8,99;3,5
2016;1;Misiones;59538;33330;70;5;15;959,0;8502,0;50061,0;19195,0;13363,0;779,0;68,0;0,0;92951;7;28,37;7,75;6,0
2016;1;Misiones;59538;33330;70;5;15;959,0;8502,0;50061,0;19195,0;13363,0;779,0;68,0;0,0;92951;7;28,37;7,75;6,0
2016;1;Neuquén;51702;36122;1085;12502;2850;1720,0;1737,0;86310,0;479,0;7893,0;143,0;171,0;0,0;101969;2292;55,75;16,66;4,42
2016;1;Neuquén;51702;36122;1085;12502;2850;1720,0;1737,0;86310,0;479,0;7893,0;143,0;171,0;0,0;101969;2292;55,75;16,66;4,42
2016;1;Río Negro;66894;27312;937;3341;1338;1171,0;6105,0;90038,0;203,0;4246,0;77,0;81,0;0,0;98745;1077;45,84;14,15;3,83
2016;1;Río Negro;66894;27312;937;3341;1338;1171,0;6105,0;90038,0;203,0;4246,0;77,0;81,0;0,0;98745;1077;45,84;14,15;3,83
2016;1;Salta;78973;22741;73;132;507;1119,0;10765,0;65646,0;17748,0;6643,0;119,0;31,0;0,0;102423;3;31,32;7,61;4,74
2016;1;Salta;78973;22741;73;132;507;1119,0;10765,0;65646,0;17748,0;6643,0;119,0;31,0;0,0;102423;3;31,32;7,61;4,74
2016;1;San Juan;48670;451;770;1195;908;9,0;309,0;56447,0;0,0;0,0;0,0;2,0;0,0;51373;621;27,33;6,98;3,49
2016;1;San Juan;48670;451;770;1195;908;9,0;309,0;56447,0;0,0;0,0;0,0;2,0;0,0;51373;621;27,33;6,98;3,49
2016;1;San Luis;11432;1042;354;27;377;8,0;4,0;13645,0;0,0;0,0;1,0;2,0;0,0;12915;317;9,59;2,75;3,5
2016;1;San Luis;11432;1042;354;27;377;8,0;4,0;13645,0;0,0;0,0;1,0;2,0;0,0;12915;317;9,59;2,75;3,5
2016;1;Santa Cruz;15654;2723;396;5088;2426;168,0;29,0;32188,0;8,0;0,0;0,0;0,0;0,0;25931;356;26,87;8,05;3,48
2016;1;Santa Cruz;15654;2723;396;5088;2426;168,0;29,0;32188,0;8,0;0,0;0,0;0,0;0,0;25931;356;26,87;8,05;3,48
2016;1;Santa Fe;338052;204816;3014;4686;1428;6492,0;71565,0;353525,0;64117,0;51293,0;3754,0;1063,0;0,0;551378;618;51,28;16,16;4,9
2016;1;Santa Fe;338052;204816;3014;4686;1428;6492,0;71565,0;353525,0;64117,0;51293,0;3754,0;1063,0;0,0;551378;618;51,28;16,16;4,9
2016;1;Santiago Del Estero;32838;3900;19;911;30;703,0;7219,0;22805,0;5769,0;1898,0;0,0;0,0;0,0;37695;3;16,21;4,03;4,17
2016;1;Santiago Del Estero;32838;3900;19;911;30;703,0;7219,0;22805,0;5769,0;1898,0;0,0;0,0;0,0;37695;3;16,21;4,03;4,17
2016;1;Tierra Del Fuego;22636;4834;665;1;2350;16,0;285,0;33003,0;0,0;0,0;0,0;0,0;0,0;29867;619;65,83;19,65;3,48
2016;1;Tierra Del Fuego;22636;4834;665;1;2350;16,0;285,0;33003,0;0,0;0,0;0,0;0,0;0,0;29867;619;65,83;19,65;3,48
2016;1;Tucumán;144233;2165;116;74;49;106,0;20092,0;84008,0;31490,0;10046,0;871,0;0,0;0,0;146596;41;36,72;9,13;5,0
2016;1;Tucumán;144233;2165;116;74;49;106,0;20092,0;84008,0;31490,0;10046,0;871,0;0,0;0,0;146596;41;36,72;9,13;5,0
2015;4;Buenos Aires;1586343;1223603;103269;20397;25773;7985,0;100303,0;2253197,0;274560,0;240188,0;3835,0;8180,0;0,0;2946743;12642;58,29;17,68;4,88
2015;4;Buenos Aires;1586343;1223603;103269;20397;25773;7985,0;100303,0;2253197,0;274560,0;240188,0;3835,0;8180,0;0,0;2946743;12642;58,29;17,68;4,88
2015;4;Capital Federal;455427;879950;19818;2273;12758;2417,0;46568,0;916813,0;172029,0;198635,0;3087,0;10899,0;0,0;1360381;9845;118,13;44,83;5,93
2015;4;Capital Federal;455427;879950;19818;2273;12758;2417,0;46568,0;916813,0;172029,0;198635,0;3087,0;10899,0;0,0;1360381;9845;118,13;44,83;5,93
2015;4;Catamarca;26180;242;15;1;34;15,0;6513,0;14484,0;4106,0;1313,0;39,0;1,0;0,0;26459;13;26,24;6,64;4,12
2015;4;Catamarca;26180;242;15;1;34;15,0;6513,0;14484,0;4106,0;1313,0;39,0;1,0;0,0;26459;13;26,24;6,64;4,12
2015;4;Chaco;56818;29456;186;52;41;194,0;9593,0;46771,0;18608,0;10092,0;1136,0;159,0;0,0;86537;16;28,35;7,54;5,83
2015;4;Chaco;56818;29456;186;52;41;194,0;9593,0;46771,0;18608,0;10092,0;1136,0;159,0;0,0;86537;16;28,35;7,54;5,83
2015;4;Chubut;43968;811;916;13521;4803;625,0;5774,0;71881,0;168,0;0,0;0,0;0,0;0,0;62279;1740;36,89;11,21;3,28
2015;4;Chubut;43968;811;916;13521;4803;625,0;5774,0;71881,0;168,0;0,0;0,0;0,0;0,0;62279;1740;36,89;11,21;3,28
2015;4;Córdoba;353530;266062;480;5613;385;148,0;63746,0;427471,0;62989,0;67151,0;3336,0;1088,0;0,0;625835;235;57,36;17,47;5,07
2015;4;Córdoba;353530;266062;480;5613;385;148,0;63746,0;427471,0;62989,0;67151,0;3336,0;1088,0;0,0;625835;235;57,36;17,47;5,07
2015;4;Corrientes;55681;28178;177;1354;45;29,0;11248,0;48104,0;17877,0;7569,0;456,0;150,0;0,0;85409;26;30,34;7,95;5,26
2015;4;Corrientes;55681;28178;177;1354;45;29,0;11248,0;48104,0;17877,0;7569,0;456,0;150,0;0,0;85409;26;30,34;7,95;5,26
2015;4;Entre Ríos;113983;53411;122;6427;194;2865,0;18883,0;104224,0;33989,0;13668,0;399,0;163,0;0,0;173957;180;44,11;13,12;5,01
2015;4;Entre Ríos;113983;53411;122;6427;194;2865,0;18883,0;104224,0;33989,0;13668,0;399,0;163,0;0,0;173957;180;44,11;13,12;5,01
2015;4;Formosa;21734;5314;4;1023;14;1791,0;6081,0;14279,0;2704,0;2713,0;519,0;4,0;0,0;28088;1;19,07;4,83;4,66
2015;4;Formosa;21734;5314;4;1023;14;1791,0;6081,0;14279,0;2704,0;2713,0;519,0;4,0;0,0;28088;1;19,07;4,83;4,66
2015;4;Jujuy;32934;6933;22;0;35;2551,0;8876,0;21867,0;5044,0;1587,0;0,0;0,0;0,0;39922;2;21,47;5,46;3,72
2015;4;Jujuy;32934;6933;22;0;35;2551,0;8876,0;21867,0;5044,0;1587,0;0,0;0,0;0,0;39922;2;21,47;5,46;3,72
2015;4;La Pampa;12755;42705;4327;6205;374;592,0;12951,0;48798,0;16,0;63,0;49,0;10,0;0,0;66054;312;58,76;19,27;2,94
2015;4;La Pampa;12755;42705;4327;6205;374;592,0;12951,0;48798,0;16,0;63,0;49,0;10,0;0,0;66054;312;58,76;19,27;2,94
2015;4;La Rioja;16886;0;16;2;28;10,0;3638,0;9127,0;2937,0;1215,0;2,0;3,0;0,0;16914;18;17,32;4,58;4,52
2015;4;La Rioja;16886;0;16;2;28;10,0;3638,0;9127,0;2937,0;1215,0;2,0;3,0;0,0;16914;18;17,32;4,58;4,52
2015;4;Mendoza;153293;13030;2572;38;1874;241,0;23,0;174719,0;38,0;41,0;5,0;13,0;0,0;169251;1556;32,49;9,02;3,5
2015;4;Mendoza;153293;13030;2572;38;1874;241,0;23,0;174719,0;38,0;41,0;5,0;13,0;0,0;169251;1556;32,49;9,02;3,5
2015;4;Misiones;60252;32533;48;5;15;959,0;9169,0;51029,0;17281,0;13690,0;675,0;52,0;0,0;92846;7;28,69;7,77;5,9
2015;4;Misiones;60252;32533;48;5;15;959,0;9169,0;51029,0;17281,0;13690,0;675,0;52,0;0,0;92846;7;28,69;7,77;5,9
2015;4;Neuquén;51680;38902;1048;12934;2852;1727,0;2061,0;89678,0;455,0;7934,0;9,0;175,0;0,0;105122;2294;58,29;17,23;4,36
2015;4;Neuquén;51680;38902;1048;12934;2852;1727,0;2061,0;89678,0;455,0;7934,0;9,0;175,0;0,0;105122;2294;58,29;17,23;4,36
2015;4;Río Negro;66851;27221;915;3407;1328;3282,0;4473,0;89062,0;201,0;4024,0;5,0;75,0;0,0;98655;1067;46,44;14,19;3,77
2015;4;Río Negro;66851;27221;915;3407;1328;3282,0;4473,0;89062,0;201,0;4024,0;5,0;75,0;0,0;98655;1067;46,44;14,19;3,77
2015;4;Salta;78744;22446;47;129;554;1122,0;11387,0;65677,0;17139,0;6507,0;99,0;5,0;0,0;101917;3;31,59;7,6;4,67
2015;4;Salta;78744;22446;47;129;554;1122,0;11387,0;65677,0;17139,0;6507,0;99,0;5,0;0,0;101917;3;31,59;7,6;4,67
2015;4;San Juan;48670;451;770;1230;908;9,0;386,0;55761,0;0,0;0,0;0,0;2,0;0,0;51408;621;27,66;7,01;3,48
2015;4;San Juan;48670;451;770;1230;908;9,0;386,0;55761,0;0,0;0,0;0,0;2,0;0,0;51408;621;27,66;7,01;3,48
2015;4;San Luis;11432;1025;354;30;377;8,0;4,0;13473,0;0,0;0,0;1,0;2,0;0,0;12901;317;9,71;2,76;3,5
2015;4;San Luis;11432;1025;354;30;377;8,0;4,0;13473,0;0,0;0,0;1,0;2,0;0,0;12901;317;9,71;2,76;3,5
2015;4;Santa Cruz;15614;2723;396;5261;2409;188,0;26,0;32338,0;3,0;0,0;0,0;0,0;0,0;26047;356;27,74;8,14;3,48
2015;4;Santa Cruz;15614;2723;396;5261;2409;188,0;26,0;32338,0;3,0;0,0;0,0;0,0;0,0;26047;356;27,74;8,14;3,48
2015;4;Santa Fe;339843;212911;2885;4596;1437;6659,0;75770,0;361264,0;60985,0;51258,0;3079,0;1189,0;0,0;561045;627;52,61;16,47;4,81
2015;4;Santa Fe;339843;212911;2885;4596;1437;6659,0;75770,0;361264,0;60985,0;51258,0;3079,0;1189,0;0,0;561045;627;52,61;16,47;4,81
2015;4;Santiago Del Estero;33582;4365;19;1139;30;703,0;7836,0;23074,0;5669,0;1856,0;0,0;0,0;0,0;39132;3;17,0;4,2;4,09
2015;4;Santiago Del Estero;33582;4365;19;1139;30;703,0;7836,0;23074,0;5669,0;1856,0;0,0;0,0;0,0;39132;3;17,0;4,2;4,09
2015;4;Tierra Del Fuego;22636;4301;665;1;2350;16,0;285,0;32662,0;0,0;0,0;0,0;0,0;0,0;29334;619;66,46;19,44;3,47
2015;4;Tierra Del Fuego;22636;4301;665;1;2350;16,0;285,0;32662,0;0,0;0,0;0,0;0,0;0,0;29334;619;66,46;19,44;3,47
2015;4;Tucumán;144188;1653;116;88;50;107,0;21800,0;83887,0;29942,0;9507,0;837,0;0,0;0,0;146053;42;37,06;9,12;4,88
2015;4;Tucumán;144188;1653;116;88;50;107,0;21800,0;83887,0;29942,0;9507,0;837,0;0,0;0,0;146053;42;37,06;9,12;4,88
2015;3;Buenos Aires;1585467;1183894;113590;19989;25825;8361,0;107351,0;2266948,0;262564,0;200491,0;2642,0;7720,0;0,0;2916070;12695;57,69;17,55;4,7
2015;3;Buenos Aires;1585467;1183894;113590;19989;25825;8361,0;107351,0;2266948,0;262564,0;200491,0;2642,0;7720,0;0,0;2916070;12695;57,69;17,55;4,7
2015;3;Capital Federal;454815;871262;30974;2229;12788;2448,0;49340,0;942525,0;159618,0;175594,0;2028,0;10022,0;0,0;1362193;9875;118,29;44,91;5,66
2015;3;Capital Federal;454815;871262;30974;2229;12788;2448,0;49340,0;942525,0;159618,0;175594,0;2028,0;10022,0;0,0;1362193;9875;118,29;44,91;5,66
2015;3;Catamarca;25801;242;15;1;34;15,0;6871,0;14206,0;4143,0;812,0;43,0;1,0;0,0;26080;13;25,86;6,56;3,88
2015;3;Catamarca;25801;242;15;1;34;15,0;6871,0;14206,0;4143,0;812,0;43,0;1,0;0,0;26080;13;25,86;6,56;3,88
2015;3;Chaco;56282;28809;186;52;41;240,0;10353,0;47131,0;19016,0;7498,0;979,0;157,0;0,0;85354;16;27,96;7,45;5,47
2015;3;Chaco;56282;28809;186;52;41;240,0;10353,0;47131,0;19016,0;7498,0;979,0;157,0;0,0;85354;16;27,96;7,45;5,47
2015;3;Chubut;43964;792;916;13408;4803;641,0;5886,0;71668,0;167,0;0,0;0,0;0,0;0,0;62143;1740;36,81;11,23;3,28
2015;3;Chubut;43964;792;916;13408;4803;641,0;5886,0;71668,0;167,0;0,0;0,0;0,0;0,0;62143;1740;36,81;11,23;3,28
2015;3;Córdoba;351692;264055;1450;5412;389;150,0;68765,0;429787,0;61109,0;59372,0;2582,0;1048,0;0,0;622761;237;57,08;17,43;4,87
2015;3;Córdoba;351692;264055;1450;5412;389;150,0;68765,0;429787,0;61109,0;59372,0;2582,0;1048,0;0,0;622761;237;57,08;17,43;4,87
2015;3;Corrientes;55792;27604;176;1340;47;33,0;11921,0;48127,0;18168,0;6111,0;453,0;146,0;0,0;84931;28;30,17;7,93;5,06
2015;3;Corrientes;55792;27604;176;1340;47;33,0;11921,0;48127,0;18168,0;6111,0;453,0;146,0;0,0;84931;28;30,17;7,93;5,06
2015;3;Entre Ríos;113909;51945;122;6261;197;2863,0;20385,0;103990,0;34788,0;9924,0;384,0;153,0;0,0;172252;182;43,68;13,03;4,77
2015;3;Entre Ríos;113909;51945;122;6261;197;2863,0;20385,0;103990,0;34788,0;9924,0;384,0;153,0;0,0;172252;182;43,68;13,03;4,77
2015;3;Formosa;21573;5264;2;899;14;1862,0;6521,0;14354,0;2791,0;1842,0;379,0;2,0;0,0;27751;1;18,84;4,78;4,17
2015;3;Formosa;21573;5264;2;899;14;1862,0;6521,0;14354,0;2791,0;1842,0;379,0;2,0;0,0;27751;1;18,84;4,78;4,17
2015;3;Jujuy;32598;6895;22;0;35;2549,0;9278,0;21588,0;5169,0;966,0;0,0;0,0;0,0;39548;2;21,27;5,42;3,53
2015;3;Jujuy;32598;6895;22;0;35;2549,0;9278,0;21588,0;5169,0;966,0;0,0;0,0;0,0;39548;2;21,27;5,42;3,53
2015;3;La Pampa;12755;41886;4078;6195;557;613,0;13087,0;47660,0;9,0;55,0;39,0;10,0;0,0;64976;495;57,96;19,06;2,91
2015;3;La Pampa;12755;41886;4078;6195;557;613,0;13087,0;47660,0;9,0;55,0;39,0;10,0;0,0;64976;495;57,96;19,06;2,91
2015;3;La Rioja;16725;0;16;2;28;10,0;3840,0;9102,0;2984,0;832,0;0,0;3,0;0,0;16753;18;17,15;4,55;4,25
2015;3;La Rioja;16725;0;16;2;28;10,0;3840,0;9102,0;2984,0;832,0;0,0;3,0;0,0;16753;18;17,15;4,55;4,25
2015;3;Mendoza;153299;13030;2572;42;1880;256,0;25,0;173430,0;45,0;18,0;5,0;13,0;0,0;169261;1562;32,49;9,04;3,5
2015;3;Mendoza;153299;13030;2572;42;1880;256,0;25,0;173430,0;45,0;18,0;5,0;13,0;0,0;169261;1562;32,49;9,04;3,5
2015;3;Misiones;59921;31635;46;5;15;958,0;9809,0;51234,0;17367,0;11654,0;559,0;43,0;0,0;91615;7;28,31;7,69;5,63
2015;3;Misiones;59921;31635;46;5;15;958,0;9809,0;51234,0;17367,0;11654,0;559,0;43,0;0,0;91615;7;28,31;7,69;5,63
2015;3;Neuquén;47102;36620;1045;13051;2798;1733,0;2124,0;85044,0;210,0;6599,0;2,0;155,0;0,0;98376;2240;54,6;16,2;4,23
2015;3;Neuquén;47102;36620;1045;13051;2798;1733,0;2124,0;85044,0;210,0;6599,0;2,0;155,0;0,0;98376;2240;54,6;16,2;4,23
2015;3;Río Negro;66806;27130;917;3415;1346;3372,0;4457,0;88691,0;99,0;3826,0;1,0;62,0;0,0;98529;1085;46,39;14,22;3,74
2015;3;Río Negro;66806;27130;917;3415;1346;3372,0;4457,0;88691,0;99,0;3826,0;1,0;62,0;0,0;98529;1085;46,39;14,22;3,74
2015;3;Salta;78064;21688;47;129;645;1126,0;12223,0;65405,0;17451,0;4318,0;61,0;5,0;0,0;100570;3;31,18;7,53;4,42
2015;3;Salta;78064;21688;47;129;645;1126,0;12223,0;65405,0;17451,0;4318,0;61,0;5,0;0,0;100570;3;31,18;7,53;4,42
2015;3;San Juan;48670;451;770;1231;908;9,0;391,0;54963,0;0,0;0,0;0,0;2,0;0,0;51409;621;27,67;7,03;3,48
2015;3;San Juan;48670;451;770;1231;908;9,0;391,0;54963,0;0,0;0,0;0,0;2,0;0,0;51409;621;27,67;7,03;3,48
2015;3;San Luis;11432;1025;354;31;377;9,0;4,0;13286,0;0,0;0,0;1,0;2,0;0,0;12902;317;9,71;2,77;3,5
2015;3;San Luis;11432;1025;354;31;377;9,0;4,0;13286,0;0,0;0,0;1,0;2,0;0,0;12902;317;9,71;2,77;3,5
2015;3;Santa Cruz;15540;2718;396;5226;2391;190,0;25,0;32266,0;2,0;0,0;0,0;0,0;0,0;25912;359;27,61;8,16;3,48
2015;3;Santa Cruz;15540;2718;396;5226;2391;190,0;25,0;32266,0;2,0;0,0;0,0;0,0;0,0;25912;359;27,61;8,16;3,48
2015;3;Santa Fe;337042;209673;4169;4426;1428;6767,0;80817,0;363177,0;59531,0;42021,0;2320,0;1133,0;0,0;556097;641;52,15;16,36;4,56
2015;3;Santa Fe;337042;209673;4169;4426;1428;6767,0;80817,0;363177,0;59531,0;42021,0;2320,0;1133,0;0,0;556097;641;52,15;16,36;4,56
2015;3;Santiago Del Estero;33886;4365;19;1097;30;703,0;8332,0;23158,0;5956,0;1249,0;0,0;0,0;0,0;39394;3;17,12;4,24;3,91
2015;3;Santiago Del Estero;33886;4365;19;1097;30;703,0;8332,0;23158,0;5956,0;1249,0;0,0;0,0;0,0;39394;3;17,12;4,24;3,91
2015;3;Tierra Del Fuego;22636;8085;665;1;2350;15,0;285,0;36408,0;2,0;0,0;0,0;0,0;0,0;33118;619;74,86;22,05;3,48
2015;3;Tierra Del Fuego;22636;8085;665;1;2350;15,0;285,0;36408,0;2,0;0,0;0,0;0,0;0,0;33118;619;74,86;22,05;3,48
2015;3;Tucumán;142925;1135;116;88;50;107,0;23687,0;83654,0;29998,0;6232,0;623,0;0,0;0,0;144272;42;36,61;9,04;4,57
2015;3;Tucumán;142925;1135;116;88;50;107,0;23687,0;83654,0;29998,0;6232,0;623,0;0,0;0,0;144272;42;36,61;9,04;4,57
2015;2;Buenos Aires;1581770;1141052;115660;19268;26040;8714,0;137189,0;2299705,0;243503,0;159922,0;2010,0;6712,0;0,0;2871079;12711;56,8;17,33;4,46
2015;2;Buenos Aires;1581770;1141052;115660;19268;26040;8714,0;137189,0;2299705,0;243503,0;159922,0;2010,0;6712,0;0,0;2871079;12711;56,8;17,33;4,46
2015;2;Capital Federal;453178;858342;19786;2172;12806;2493,0;51799,0;990112,0;148569,0;142976,0;1482,0;9258,0;0,0;1336391;9893;116,07;44,08;5,31
2015;2;Capital Federal;453178;858342;19786;2172;12806;2493,0;51799,0;990112,0;148569,0;142976,0;1482,0;9258,0;0,0;1336391;9893;116,07;44,08;5,31
2015;2;Catamarca;25387;242;15;1;34;15,0;7253,0;14003,0;3776,0;593,0;37,0;1,0;0,0;25666;13;25,45;6,48;3,68
2015;2;Catamarca;25387;242;15;1;34;15,0;7253,0;14003,0;3776,0;593,0;37,0;1,0;0,0;25666;13;25,45;6,48;3,68
2015;2;Chaco;55767;27809;179;52;41;288,0;11058,0;47551,0;17675,0;6337,0;788,0;149,0;0,0;83832;16;27,46;7,34;5,19
2015;2;Chaco;55767;27809;179;52;41;288,0;11058,0;47551,0;17675,0;6337,0;788,0;149,0;0,0;83832;16;27,46;7,34;5,19
2015;2;Chubut;43949;762;916;13055;4803;656,0;6032,0;55791,0;168,0;0,0;0,0;0,0;0,0;61745;1740;36,58;11,22;3,22
2015;2;Chubut;43949;762;916;13055;4803;656,0;6032,0;55791,0;168,0;0,0;0,0;0,0;0,0;61745;1740;36,58;11,22;3,22
2015;2;Córdoba;348130;255596;435;5199;386;156,0;72695,0;434717,0;54993,0;46415,0;1956,0;903,0;0,0;609510;236;55,87;17,11;4,56
2015;2;Córdoba;348130;255596;435;5199;386;156,0;72695,0;434717,0;54993,0;46415,0;1956,0;903,0;0,0;609510;236;55,87;17,11;4,56
2015;2;Corrientes;55238;26553;157;1321;47;34,0;12542,0;48015,0;17184,0;5039,0;379,0;126,0;0,0;83288;28;29,58;7,79;4,85
2015;2;Corrientes;55238;26553;157;1321;47;34,0;12542,0;48015,0;17184,0;5039,0;379,0;126,0;0,0;83288;28;29,58;7,79;4,85
2015;2;Entre Ríos;113378;49767;119;6031;197;2864,0;21986,0;104043,0;32293,0;7867,0;354,0;136,0;0,0;169309;183;42,93;12,84;4,55
2015;2;Entre Ríos;113378;49767;119;6031;197;2864,0;21986,0;104043,0;32293,0;7867,0;354,0;136,0;0,0;169309;183;42,93;12,84;4,55
2015;2;Formosa;21097;5164;2;737;50;1881,0;6907,0;14247,0;2436,0;1324,0;257,0;1,0;0,0;27013;37;18,36;4,67;3,76
2015;2;Formosa;21097;5164;2;737;50;1881,0;6907,0;14247,0;2436,0;1324,0;257,0;1,0;0,0;27013;37;18,36;4,67;3,76
2015;2;Jujuy;32183;5482;22;0;35;2479,0;9474,0;20248,0;4792,0;730,0;0,0;0,0;0,0;37720;2;20,29;5,19;3,41
2015;2;Jujuy;32183;5482;22;0;35;2479,0;9474,0;20248,0;4792,0;730,0;0,0;0,0;0,0;37720;2;20,29;5,19;3,41
2015;2;La Pampa;12756;40825;3719;6190;562;5737,0;8182,0;46235,0;27,0;24,0;25,0;10,0;0,0;63552;500;56,71;18,69;2,86
2015;2;La Pampa;12756;40825;3719;6190;562;5737,0;8182,0;46235,0;27,0;24,0;25,0;10,0;0,0;63552;500;56,71;18,69;2,86
2015;2;La Rioja;16463;0;16;2;28;10,0;4082,0;9093,0;2680,0;641,0;0,0;3,0;0,0;16491;18;16,88;4,49;4,0
2015;2;La Rioja;16463;0;16;2;28;10,0;4082,0;9093,0;2680,0;641,0;0,0;3,0;0,0;16491;18;16,88;4,49;4,0
2015;2;Mendoza;153301;13030;2572;38;1882;268,0;26,0;170451,0;42,0;16,0;5,0;13,0;0,0;169259;1564;32,49;9,07;3,5
2015;2;Mendoza;153301;13030;2572;38;1882;268,0;26,0;170451,0;42,0;16,0;5,0;13,0;0,0;169259;1564;32,49;9,07;3,5
2015;2;Misiones;59179;29283;37;5;15;958,0;10360,0;51671,0;15022,0;10072,0;408,0;33,0;0,0;88512;7;27,35;7,45;5,33
2015;2;Misiones;59179;29283;37;5;15;958,0;10360,0;51671,0;15022,0;10072,0;408,0;33,0;0,0;88512;7;27,35;7,45;5,33
2015;2;Neuquén;47078;34183;1044;12781;2799;1755,0;2348,0;82727,0;214,0;5168,0;2,0;110,0;0,0;95644;2241;53,12;15,81;4,06
2015;2;Neuquén;47078;34183;1044;12781;2799;1755,0;2348,0;82727,0;214,0;5168,0;2,0;110,0;0,0;95644;2241;53,12;15,81;4,06
2015;2;Río Negro;66738;26268;916;3457;1348;3413,0;4525,0;87362,0;97,0;3240,0;1,0;51,0;0,0;97640;1087;45,98;14,14;3,67
2015;2;Río Negro;66738;26268;916;3457;1348;3413,0;4525,0;87362,0;97,0;3240,0;1,0;51,0;0,0;97640;1087;45,98;14,14;3,67
2015;2;Salta;77214;20297;47;129;580;1123,0;13020,0;64737,0;16241,0;3114,0;29,0;5,0;0,0;98264;3;30,46;7,38;4,22
2015;2;Salta;77214;20297;47;129;580;1123,0;13020,0;64737,0;16241,0;3114,0;29,0;5,0;0,0;98264;3;30,46;7,38;4,22
2015;2;San Juan;48670;451;770;1189;908;8,0;410,0;51568,0;0,0;0,0;0,0;2,0;0,0;51367;621;27,64;7,04;3,48
2015;2;San Juan;48670;451;770;1189;908;8,0;410,0;51568,0;0,0;0,0;0,0;2,0;0,0;51367;621;27,64;7,04;3,48
2015;2;San Luis;11432;1025;354;33;377;9,0;4,0;13204,0;0,0;0,0;1,0;2,0;0,0;12904;317;9,71;2,78;3,5
2015;2;San Luis;11432;1025;354;33;377;9,0;4,0;13204,0;0,0;0,0;1,0;2,0;0,0;12904;317;9,71;2,78;3,5
2015;2;Santa Cruz;15343;2707;396;4917;2400;210,0;25,0;25519,0;2,0;0,0;0,0;0,0;0,0;25384;379;27,07;8,06;3,47
2015;2;Santa Cruz;15343;2707;396;4917;2400;210,0;25,0;25519,0;2,0;0,0;0,0;0,0;0,0;25384;379;27,07;8,06;3,47
2015;2;Santa Fe;333117;204685;2877;4320;1389;6827,0;86016,0;364441,0;53205,0;33894,0;1856,0;1014,0;0,0;545739;649;51,18;16,09;4,3
2015;2;Santa Fe;333117;204685;2877;4320;1389;6827,0;86016,0;364441,0;53205,0;33894,0;1856,0;1014,0;0,0;545739;649;51,18;16,09;4,3
2015;2;Santiago Del Estero;33873;4365;19;1091;30;703,0;8779,0;23456,0;5553,0;888,0;0,0;0,0;0,0;39375;3;17,11;4,25;3,73
2015;2;Santiago Del Estero;33873;4365;19;1091;30;703,0;8779,0;23456,0;5553,0;888,0;0,0;0,0;0,0;39375;3;17,11;4,25;3,73
2015;2;Tierra Del Fuego;22636;7927;665;1;2350;15,0;285,0;36073,0;2,0;0,0;0,0;0,0;0,0;32960;619;74,51;22,1;3,48
2015;2;Tierra Del Fuego;22636;7927;665;1;2350;15,0;285,0;36073,0;2,0;0,0;0,0;0,0;0,0;32960;619;74,51;22,1;3,48
2015;2;Tucumán;139944;479;116;88;50;107,0;25178,0;83462,0;26966,0;4502,0;455,0;0,0;0,0;140635;42;35,69;8,84;4,31
2015;2;Tucumán;139944;479;116;88;50;107,0;25178,0;83462,0;26966,0;4502,0;455,0;0,0;0,0;140635;42;35,69;8,84;4,31
2015;1;Buenos Aires;1583135;1096836;134177;18754;28940;8882,0;123589,0;2267852,0;220070,0;126958,0;1561,0;5700,0;0,0;2847076;14766;56,37;17,24;4,32
2015;1;Buenos Aires;1583135;1096836;134177;18754;28940;8882,0;123589,0;2267852,0;220070,0;126958,0;1561,0;5700,0;0,0;2847076;14766;56,37;17,24;4,32
2015;1;Capital Federal;454934;841743;19334;1994;14716;2545,0;59084,0;1013510,0;134151,0;114569,0;1195,0;8401,0;0,0;1321139;11582;114,9;43,66;5,0
2015;1;Capital Federal;454934;841743;19334;1994;14716;2545,0;59084,0;1013510,0;134151,0;114569,0;1195,0;8401,0;0,0;1321139;11582;114,9;43,66;5,0
2015;1;Catamarca;25033;241;16;1;41;13,0;7634,0;13754,0;3202,0;517,0;9,0;1,0;0,0;25312;20;25,11;6,4;3,48
2015;1;Catamarca;25033;241;16;1;41;13,0;7634,0;13754,0;3202,0;517,0;9,0;1,0;0,0;25312;20;25,11;6,4;3,48
2015;1;Chaco;54952;26161;164;27;56;26,0;12053,0;47425,0;15883,0;5346,0;489,0;135,0;0,0;81329;31;26,65;7,14;4,9
2015;1;Chaco;54952;26161;164;27;56;26,0;12053,0;47425,0;15883,0;5346,0;489,0;135,0;0,0;81329;31;26,65;7,14;4,9
2015;1;Chubut;45645;717;906;12540;5465;651,0;6176,0;57333,0;102,0;0,0;0,0;0,0;0,0;63327;1946;37,61;11,59;3,21
2015;1;Chubut;45645;717;906;12540;5465;651,0;6176,0;57333,0;102,0;0,0;0,0;0,0;0,0;63327;1946;37,61;11,59;3,21
